"","i","j","path1","path2","overlap","union","jaccard","Cluster"
"828",5,6,"mmu00190:Oxidative phosphorylation","mmu05012:Parkinson disease",10,12,0.833333333333333,"Cluster_8"
"829",5,7,"mmu00190:Oxidative phosphorylation","mmu05208:Chemical carcinogenesis - reactive oxygen species",10,11,0.909090909090909,"Cluster_8"
"830",5,8,"mmu00190:Oxidative phosphorylation","R-MMU-74160~Gene expression (Transcription)",3,36,0.0833333333333333,"Cluster_8"
"831",6,7,"mmu05012:Parkinson disease","mmu05208:Chemical carcinogenesis - reactive oxygen species",10,13,0.769230769230769,"Cluster_8"
"832",6,8,"mmu05012:Parkinson disease","R-MMU-74160~Gene expression (Transcription)",5,36,0.138888888888889,"Cluster_8"
"833",6,10,"mmu05012:Parkinson disease","R-MMU-9755511~KEAP1-NFE2L2 pathway",2,16,0.125,"Cluster_8"
"834",6,11,"mmu05012:Parkinson disease","R-MMU-195721~Signaling by WNT",2,23,0.0869565217391304,"Cluster_8"
"835",6,12,"mmu05012:Parkinson disease","R-MMU-9755511~KEAP1-NFE2L2 pathway",2,16,0.125,"Cluster_8"
"836",7,8,"mmu05208:Chemical carcinogenesis - reactive oxygen species","R-MMU-74160~Gene expression (Transcription)",4,36,0.111111111111111,"Cluster_8"
"837",7,9,"mmu05208:Chemical carcinogenesis - reactive oxygen species","R-MMU-3371556~Cellular response to heat stress",1,17,0.0588235294117647,"Cluster_8"
"838",7,14,"mmu05208:Chemical carcinogenesis - reactive oxygen species","R-MMU-3371556~Cellular response to heat stress",1,17,0.0588235294117647,"Cluster_8"
"839",7,15,"mmu05208:Chemical carcinogenesis - reactive oxygen species","mmu04510:Focal adhesion",1,20,0.05,"Cluster_8"
"840",8,9,"R-MMU-74160~Gene expression (Transcription)","R-MMU-3371556~Cellular response to heat stress",5,31,0.161290322580645,"Cluster_8"
"841",8,10,"R-MMU-74160~Gene expression (Transcription)","R-MMU-9755511~KEAP1-NFE2L2 pathway",5,30,0.166666666666667,"Cluster_8"
"842",8,11,"R-MMU-74160~Gene expression (Transcription)","R-MMU-195721~Signaling by WNT",8,34,0.235294117647059,"Cluster_8"
"843",8,12,"R-MMU-74160~Gene expression (Transcription)","R-MMU-9755511~KEAP1-NFE2L2 pathway",5,30,0.166666666666667,"Cluster_8"
"844",8,13,"R-MMU-74160~Gene expression (Transcription)","mmu04110:Cell cycle",6,33,0.181818181818182,"Cluster_8"
"845",8,14,"R-MMU-74160~Gene expression (Transcription)","R-MMU-3371556~Cellular response to heat stress",5,31,0.161290322580645,"Cluster_8"
"846",8,15,"R-MMU-74160~Gene expression (Transcription)","mmu04510:Focal adhesion",1,38,0.0263157894736842,"Cluster_8"
"847",9,10,"R-MMU-3371556~Cellular response to heat stress","R-MMU-9755511~KEAP1-NFE2L2 pathway",2,11,0.181818181818182,"Cluster_8"
"848",9,11,"R-MMU-3371556~Cellular response to heat stress","R-MMU-195721~Signaling by WNT",2,18,0.111111111111111,"Cluster_8"
"849",9,12,"R-MMU-3371556~Cellular response to heat stress","R-MMU-9755511~KEAP1-NFE2L2 pathway",2,11,0.181818181818182,"Cluster_8"
"850",9,13,"R-MMU-3371556~Cellular response to heat stress","mmu04110:Cell cycle",2,15,0.133333333333333,"Cluster_8"
"851",9,14,"R-MMU-3371556~Cellular response to heat stress","R-MMU-3371556~Cellular response to heat stress",7,7,1,"Cluster_8"
"852",9,15,"R-MMU-3371556~Cellular response to heat stress","mmu04510:Focal adhesion",1,16,0.0625,"Cluster_8"
"853",10,11,"R-MMU-9755511~KEAP1-NFE2L2 pathway","R-MMU-195721~Signaling by WNT",6,13,0.461538461538462,"Cluster_8"
"854",10,12,"R-MMU-9755511~KEAP1-NFE2L2 pathway","R-MMU-9755511~KEAP1-NFE2L2 pathway",6,6,1,"Cluster_8"
"855",10,13,"R-MMU-9755511~KEAP1-NFE2L2 pathway","mmu04110:Cell cycle",3,13,0.230769230769231,"Cluster_8"
"856",10,14,"R-MMU-9755511~KEAP1-NFE2L2 pathway","R-MMU-3371556~Cellular response to heat stress",2,11,0.181818181818182,"Cluster_8"
"857",11,12,"R-MMU-195721~Signaling by WNT","R-MMU-9755511~KEAP1-NFE2L2 pathway",6,13,0.461538461538462,"Cluster_8"
"858",11,13,"R-MMU-195721~Signaling by WNT","mmu04110:Cell cycle",5,18,0.277777777777778,"Cluster_8"
"859",11,14,"R-MMU-195721~Signaling by WNT","R-MMU-3371556~Cellular response to heat stress",2,18,0.111111111111111,"Cluster_8"
"860",12,13,"R-MMU-9755511~KEAP1-NFE2L2 pathway","mmu04110:Cell cycle",3,13,0.230769230769231,"Cluster_8"
"861",12,14,"R-MMU-9755511~KEAP1-NFE2L2 pathway","R-MMU-3371556~Cellular response to heat stress",2,11,0.181818181818182,"Cluster_8"
"862",13,14,"mmu04110:Cell cycle","R-MMU-3371556~Cellular response to heat stress",2,15,0.133333333333333,"Cluster_8"
"863",14,15,"R-MMU-3371556~Cellular response to heat stress","mmu04510:Focal adhesion",1,16,0.0625,"Cluster_8"
"864",1,2,"R-MMU-1640170~Cell Cycle","R-MMU-69620~Cell Cycle Checkpoints",28,58,0.482758620689655,"Cluster_9"
"865",1,3,"R-MMU-1640170~Cell Cycle","R-MMU-162582~Signal Transduction",26,83,0.313253012048193,"Cluster_9"
"866",1,4,"R-MMU-1640170~Cell Cycle","R-MMU-8953897~Cellular responses to stimuli",13,69,0.188405797101449,"Cluster_9"
"867",1,5,"R-MMU-1640170~Cell Cycle","mmu04110:Cell cycle",16,59,0.271186440677966,"Cluster_9"
"868",1,6,"R-MMU-1640170~Cell Cycle","mmu03030:DNA replication",6,58,0.103448275862069,"Cluster_9"
"869",1,7,"R-MMU-1640170~Cell Cycle","mmu04814:Motor proteins",7,66,0.106060606060606,"Cluster_9"
"870",1,8,"R-MMU-1640170~Cell Cycle","mmu05014:Amyotrophic lateral sclerosis",5,68,0.0735294117647059,"Cluster_9"
"871",1,9,"R-MMU-1640170~Cell Cycle","mmu05012:Parkinson disease",4,64,0.0625,"Cluster_9"
"872",1,10,"R-MMU-1640170~Cell Cycle","mmu03030:DNA replication",6,58,0.103448275862069,"Cluster_9"
"873",1,11,"R-MMU-1640170~Cell Cycle","R-MMU-3700989~Transcriptional Regulation by TP53",9,62,0.145161290322581,"Cluster_9"
"874",1,12,"R-MMU-1640170~Cell Cycle","mmu05203:Viral carcinogenesis",4,65,0.0615384615384615,"Cluster_9"
"875",1,13,"R-MMU-1640170~Cell Cycle","mmu05418:Fluid shear stress and atherosclerosis",1,64,0.015625,"Cluster_9"
"876",1,14,"R-MMU-1640170~Cell Cycle","mmu05418:Fluid shear stress and atherosclerosis",1,64,0.015625,"Cluster_9"
"877",1,15,"R-MMU-1640170~Cell Cycle","mmu05418:Fluid shear stress and atherosclerosis",1,64,0.015625,"Cluster_9"
"878",2,3,"R-MMU-69620~Cell Cycle Checkpoints","R-MMU-162582~Signal Transduction",17,62,0.274193548387097,"Cluster_9"
"879",2,4,"R-MMU-69620~Cell Cycle Checkpoints","R-MMU-8953897~Cellular responses to stimuli",5,47,0.106382978723404,"Cluster_9"
"880",2,5,"R-MMU-69620~Cell Cycle Checkpoints","mmu04110:Cell cycle",11,34,0.323529411764706,"Cluster_9"
"881",2,6,"R-MMU-69620~Cell Cycle Checkpoints","mmu03030:DNA replication",4,30,0.133333333333333,"Cluster_9"
"882",2,7,"R-MMU-69620~Cell Cycle Checkpoints","mmu04814:Motor proteins",2,41,0.0487804878048781,"Cluster_9"
"883",2,8,"R-MMU-69620~Cell Cycle Checkpoints","mmu05014:Amyotrophic lateral sclerosis",1,42,0.0238095238095238,"Cluster_9"
"884",2,10,"R-MMU-69620~Cell Cycle Checkpoints","mmu03030:DNA replication",4,30,0.133333333333333,"Cluster_9"
"885",2,11,"R-MMU-69620~Cell Cycle Checkpoints","R-MMU-3700989~Transcriptional Regulation by TP53",6,35,0.171428571428571,"Cluster_9"
"886",2,12,"R-MMU-69620~Cell Cycle Checkpoints","mmu05203:Viral carcinogenesis",3,36,0.0833333333333333,"Cluster_9"
"887",3,4,"R-MMU-162582~Signal Transduction","R-MMU-8953897~Cellular responses to stimuli",13,62,0.209677419354839,"Cluster_9"
"888",3,5,"R-MMU-162582~Signal Transduction","mmu04110:Cell cycle",6,62,0.0967741935483871,"Cluster_9"
"889",3,7,"R-MMU-162582~Signal Transduction","mmu04814:Motor proteins",9,57,0.157894736842105,"Cluster_9"
"890",3,8,"R-MMU-162582~Signal Transduction","mmu05014:Amyotrophic lateral sclerosis",9,57,0.157894736842105,"Cluster_9"
"891",3,9,"R-MMU-162582~Signal Transduction","mmu05012:Parkinson disease",7,54,0.12962962962963,"Cluster_9"
"892",3,11,"R-MMU-162582~Signal Transduction","R-MMU-3700989~Transcriptional Regulation by TP53",2,62,0.032258064516129,"Cluster_9"
"893",3,12,"R-MMU-162582~Signal Transduction","mmu05203:Viral carcinogenesis",6,56,0.107142857142857,"Cluster_9"
"894",3,13,"R-MMU-162582~Signal Transduction","mmu05418:Fluid shear stress and atherosclerosis",5,53,0.0943396226415094,"Cluster_9"
"895",3,14,"R-MMU-162582~Signal Transduction","mmu05418:Fluid shear stress and atherosclerosis",5,53,0.0943396226415094,"Cluster_9"
"896",3,15,"R-MMU-162582~Signal Transduction","mmu05418:Fluid shear stress and atherosclerosis",5,53,0.0943396226415094,"Cluster_9"
"897",4,5,"R-MMU-8953897~Cellular responses to stimuli","mmu04110:Cell cycle",1,40,0.025,"Cluster_9"
"898",4,7,"R-MMU-8953897~Cellular responses to stimuli","mmu04814:Motor proteins",5,34,0.147058823529412,"Cluster_9"
"899",4,8,"R-MMU-8953897~Cellular responses to stimuli","mmu05014:Amyotrophic lateral sclerosis",7,32,0.21875,"Cluster_9"
"900",4,9,"R-MMU-8953897~Cellular responses to stimuli","mmu05012:Parkinson disease",8,26,0.307692307692308,"Cluster_9"
"901",4,11,"R-MMU-8953897~Cellular responses to stimuli","R-MMU-3700989~Transcriptional Regulation by TP53",4,33,0.121212121212121,"Cluster_9"
"902",4,12,"R-MMU-8953897~Cellular responses to stimuli","mmu05203:Viral carcinogenesis",3,32,0.09375,"Cluster_9"
"903",4,13,"R-MMU-8953897~Cellular responses to stimuli","mmu05418:Fluid shear stress and atherosclerosis",4,27,0.148148148148148,"Cluster_9"
"904",4,14,"R-MMU-8953897~Cellular responses to stimuli","mmu05418:Fluid shear stress and atherosclerosis",4,27,0.148148148148148,"Cluster_9"
"905",4,15,"R-MMU-8953897~Cellular responses to stimuli","mmu05418:Fluid shear stress and atherosclerosis",4,27,0.148148148148148,"Cluster_9"
"906",5,6,"mmu04110:Cell cycle","mmu03030:DNA replication",4,19,0.210526315789474,"Cluster_9"
"907",5,10,"mmu04110:Cell cycle","mmu03030:DNA replication",4,19,0.210526315789474,"Cluster_9"
"908",5,11,"mmu04110:Cell cycle","R-MMU-3700989~Transcriptional Regulation by TP53",5,25,0.2,"Cluster_9"
"909",5,12,"mmu04110:Cell cycle","mmu05203:Viral carcinogenesis",4,24,0.166666666666667,"Cluster_9"
"910",6,10,"mmu03030:DNA replication","mmu03030:DNA replication",6,6,1,"Cluster_9"
"911",6,11,"mmu03030:DNA replication","R-MMU-3700989~Transcriptional Regulation by TP53",2,17,0.117647058823529,"Cluster_9"
"912",7,8,"mmu04814:Motor proteins","mmu05014:Amyotrophic lateral sclerosis",5,25,0.2,"Cluster_9"
"913",7,9,"mmu04814:Motor proteins","mmu05012:Parkinson disease",4,21,0.19047619047619,"Cluster_9"
"914",7,13,"mmu04814:Motor proteins","mmu05418:Fluid shear stress and atherosclerosis",1,21,0.0476190476190476,"Cluster_9"
"915",7,14,"mmu04814:Motor proteins","mmu05418:Fluid shear stress and atherosclerosis",1,21,0.0476190476190476,"Cluster_9"
"916",7,15,"mmu04814:Motor proteins","mmu05418:Fluid shear stress and atherosclerosis",1,21,0.0476190476190476,"Cluster_9"
"917",8,9,"mmu05014:Amyotrophic lateral sclerosis","mmu05012:Parkinson disease",8,17,0.470588235294118,"Cluster_9"
"918",8,11,"mmu05014:Amyotrophic lateral sclerosis","R-MMU-3700989~Transcriptional Regulation by TP53",2,26,0.0769230769230769,"Cluster_9"
"919",8,12,"mmu05014:Amyotrophic lateral sclerosis","mmu05203:Viral carcinogenesis",1,25,0.04,"Cluster_9"
"920",8,13,"mmu05014:Amyotrophic lateral sclerosis","mmu05418:Fluid shear stress and atherosclerosis",1,21,0.0476190476190476,"Cluster_9"
"921",8,14,"mmu05014:Amyotrophic lateral sclerosis","mmu05418:Fluid shear stress and atherosclerosis",1,21,0.0476190476190476,"Cluster_9"
"922",8,15,"mmu05014:Amyotrophic lateral sclerosis","mmu05418:Fluid shear stress and atherosclerosis",1,21,0.0476190476190476,"Cluster_9"
"923",9,11,"mmu05012:Parkinson disease","R-MMU-3700989~Transcriptional Regulation by TP53",2,21,0.0952380952380952,"Cluster_9"
"924",9,12,"mmu05012:Parkinson disease","mmu05203:Viral carcinogenesis",1,20,0.05,"Cluster_9"
"925",9,13,"mmu05012:Parkinson disease","mmu05418:Fluid shear stress and atherosclerosis",2,15,0.133333333333333,"Cluster_9"
"926",9,14,"mmu05012:Parkinson disease","mmu05418:Fluid shear stress and atherosclerosis",2,15,0.133333333333333,"Cluster_9"
"927",9,15,"mmu05012:Parkinson disease","mmu05418:Fluid shear stress and atherosclerosis",2,15,0.133333333333333,"Cluster_9"
"928",10,11,"mmu03030:DNA replication","R-MMU-3700989~Transcriptional Regulation by TP53",2,17,0.117647058823529,"Cluster_9"
"929",11,12,"R-MMU-3700989~Transcriptional Regulation by TP53","mmu05203:Viral carcinogenesis",2,22,0.0909090909090909,"Cluster_9"
"930",12,13,"mmu05203:Viral carcinogenesis","mmu05418:Fluid shear stress and atherosclerosis",1,17,0.0588235294117647,"Cluster_9"
"931",12,14,"mmu05203:Viral carcinogenesis","mmu05418:Fluid shear stress and atherosclerosis",1,17,0.0588235294117647,"Cluster_9"
"932",12,15,"mmu05203:Viral carcinogenesis","mmu05418:Fluid shear stress and atherosclerosis",1,17,0.0588235294117647,"Cluster_9"
"933",13,14,"mmu05418:Fluid shear stress and atherosclerosis","mmu05418:Fluid shear stress and atherosclerosis",7,7,1,"Cluster_9"
"934",13,15,"mmu05418:Fluid shear stress and atherosclerosis","mmu05418:Fluid shear stress and atherosclerosis",7,7,1,"Cluster_9"
"935",14,15,"mmu05418:Fluid shear stress and atherosclerosis","mmu05418:Fluid shear stress and atherosclerosis",7,7,1,"Cluster_9"
